date,act_symbol,expiration,strike,call_put,bid,ask,implied_volatility,delta,gamma,theta,vega,stock_price,mid_price,BS_price,BT_price,MC_price,BS_error,BT_error,MC_error,BS_error_pct,BT_error_pct,MC_error_pct
2013-04-09,AAPL,2013-04-12,320.0,call,106.35,107.55,0.3371,1.0,0.0,-0.8877,0.0,426.98,106.94999999999999,107.11147983106099,107.11147983106007,107.05265784425721,0.16147983106100128,0.16147983106007757,0.10265784425722302,0.1509862843020115,0.15098628430114783,0.09598676414887614
2013-04-10,AAPL,2013-04-12,320.0,call,115.1,116.3,0.3226,1.0,0.0,-0.8877,0.0,435.689999,115.69999999999999,115.77765822421549,115.77765822421262,115.77689203586428,0.07765822421549728,0.07765822421262669,0.07689203586429016,0.0671203320790815,0.06712033207660044,0.06645811224225598
2013-04-11,AAPL,2013-04-12,320.0,call,113.55,115.05,0.6953,1.0,0.0,-0.8877,0.0,434.329994,114.3,114.37382661413596,114.3738266141398,114.24029689992817,0.07382661413596736,0.07382661413980429,-0.059703100071828885,0.0645902135922724,0.0645902135956293,-0.052233683352431226
2013-04-12,AAPL,2013-04-12,320.0,call,109.3,110.2,0.3,1.0,0.0,0.0,0.0,429.800011,109.75,109.80001099999998,,109.80001100000004,0.050010999999983596,,0.05001100000004044,0.0455681093393928,,0.04556810933944459
2013-04-15,AAPL,2013-04-20,255.0,call,164.4,165.65,0.3776,1.0,0.0,-0.7073,0.0,419.85001,165.025,165.02460773367642,165.02460773367181,165.2067813265398,-0.0003922663235869095,-0.0003922663281912264,0.18178132653980583,-0.0002377011504844172,-0.00023770115327448958,0.11015381096185779
2013-04-16,AAPL,2013-04-20,255.0,call,170.75,171.75,0.2634,1.0,0.0,-0.7074,0.0,426.240009,171.25,171.3796967532849,171.37969675328227,171.41467663374294,0.1296967532848896,0.1296967532822748,0.1646766337429426,0.075735330385337,0.07573533038381011,0.09616153795208328
2013-04-17,AAPL,2013-04-20,255.0,call,146.7,148.85,0.4942,1.0,0.0,-0.7074,0.0,402.800007,147.77499999999998,147.9047799903767,147.90477999037617,148.19468537516556,0.1297799903767327,0.1297799903761927,0.41968537516558513,0.0878226969221673,0.08782269692180188,0.2840029606940181
2013-04-18,AAPL,2013-04-20,255.0,call,136.7,137.7,0.4285,1.0,0.0,-0.7074,0.0,392.049988,137.2,137.1198414442967,137.11984144429272,137.05189312744332,-0.08015855570329222,-0.08015855570727126,-0.1481068725566672,-0.05842460328228297,-0.05842460328518313,-0.10794961556608398
2013-04-19,AAPL,2013-04-20,255.0,call,135.3,136.05,0.4939,1.0,0.0,-0.7074,0.0,390.530006,135.675,135.5649351143896,135.5649351143931,135.5619894416049,-0.11006488561039873,-0.11006488560690286,-0.11301055839510354,-0.08112392527024044,-0.0811239252676638,-0.0832950494896654
2013-04-22,AAPL,2013-04-26,290.0,call,107.3,110.8,0.8859,0.9999,0.0,-1.3401,0.011,398.670006,109.05,108.83122350685028,108.83089049286704,109.10249562201501,-0.21877649314971848,-0.21910950713295563,0.0524956220150159,-0.2006203513523324,-0.2009257286868002,0.048139038986717925
2013-04-23,AAPL,2013-04-26,290.0,call,114.55,118.0,1.118,0.9999,0.0,-1.5945,0.009,406.12999,116.275,116.25313442857492,116.25276802567068,115.83824702645197,-0.021865571425081498,-0.022231974329329773,-0.4367529735480389,-0.018805049602306168,-0.019120167129073124,-0.37562070397595254
2013-04-24,AAPL,2013-04-26,290.0,call,114.65,115.8,0.5585,1.0,0.0,-0.8045,0.0,405.459988,115.225,115.5394291719453,115.5394291719426,115.59183873791125,0.3144291719453065,0.31442917194260644,0.36683873791125166,0.2728827701846878,0.27288277018234447,0.31836731430787735
2013-04-25,AAPL,2013-04-26,290.0,call,116.55,120.3,0.5834,1.0,0.0,-0.8045,0.0,408.380001,118.425,118.41972430656074,118.41972430656426,118.32217924618799,-0.005275693439259044,-0.005275693435734752,-0.10282075381201139,-0.0044548815193236595,-0.00445488151634769,-0.08682352021280253
2013-04-26,AAPL,2013-04-26,290.0,call,127.0,128.15,0.3,1.0,0.0,0.0,0.0,417.199989,127.575,127.19998900000002,,127.19998899999996,-0.37501099999998644,,-0.3750110000000433,-0.293953360768165,,-0.2939533607682095
2013-04-29,AAPL,2013-05-03,300.0,call,128.7,131.1,0.3318,1.0,0.0,-0.8322,0.0,430.119991,129.89999999999998,130.28432953327638,130.28432953327467,130.35933967332386,0.38432953327640007,0.38432953327469477,0.4593396733238819,0.29586569151377995,0.29586569151246717,0.35361021810922405
2013-04-30,AAPL,2013-05-03,300.0,call,142.35,143.35,0.4104,1.0,0.0,-0.8322,0.0,442.779987,142.85,142.9032493416197,142.9032493416183,142.8509784629796,0.05324934161970418,0.05324934161831152,0.000978462979617234,0.03727640295394063,0.03727640295296571,0.0006849583336487463
2013-05-01,AAPL,2013-05-03,300.0,call,138.4,140.0,0.4646,1.0,0.0,-0.8223,0.0,439.290001,139.2,139.37218152270202,139.37218152269756,139.25692269744573,0.1721815227020329,0.1721815226975707,0.05692269744574219,0.12369362263077077,0.12369362262756517,0.04089274241791824
2013-05-02,AAPL,2013-05-03,300.0,call,145.25,145.95,0.6005,1.0,0.0,-0.8223,0.0,445.519997,145.6,145.56109007575247,145.56109007575643,145.60089197407038,-0.03890992424751971,-0.038909924243569094,0.0008919740703845491,-0.026723849071098704,-0.026723849068385368,0.000612619553835542
2013-05-03,AAPL,2013-05-03,300.0,call,149.5,150.25,0.3,1.0,0.0,0.0,0.0,449.980019,149.875,149.98001900000003,,149.98001900000003,0.10501900000002706,,0.10501900000002706,0.0700710592160314,,0.0700710592160314
2013-05-06,AAPL,2013-05-10,300.0,call,158.55,162.7,0.5102,0.9982,0.0,91.2763,0.0,460.709984,160.625,160.87432253327637,160.8743225332727,161.07878272220347,0.24932253327637,0.2493225332727036,0.4537827222034707,0.15522025417984125,0.15522025417755866,0.282510644173367
2013-05-07,AAPL,2013-05-10,300.0,call,156.65,160.2,0.7524,0.9987,0.0,90.9164,0.0,458.660004,158.425,158.78326634252494,158.78326634178876,158.72827910449672,0.35826634252492795,0.35826634178874883,0.3032791044967098,0.22614255485240833,0.22614255438772216,0.1914338674430865
2013-05-08,AAPL,2013-05-10,300.0,call,161.8,165.5,0.233,0.9993,0.0,94.3144,0.0,463.839989,163.65,163.922169522702,163.92216952269814,163.94924982724336,0.2721695227020007,0.2721695226981353,0.2992498272433579,0.16631196009899216,0.16631196009663018,0.18285965612181967
2013-05-09,AAPL,2013-05-10,300.0,call,155.8,157.65,0.791,0.9998,0.0,95.1949,0.0,456.769974,156.72500000000002,156.81106707575248,156.8110670757573,156.85296208146048,0.08606707575245309,0.08606707575728478,0.12796208146045274,0.054915983890542724,0.05491598389362563,0.08164752366275496
2013-05-10,AAPL,2013-05-10,300.0,call,152.7,153.1,0.3,1.0,0.0,0.0,0.0,452.969994,152.89999999999998,152.96999399999999,,152.969994,0.06999400000000833,,0.06999400000003675,0.045777632439508394,,0.04577763243952698
2013-05-13,AAPL,2013-05-18,220.0,call,234.25,235.45,0.2977,1.0,0.0,-0.603,0.0,454.740021,234.85,234.8906543388581,234.8906543388541,234.90989498971393,0.04065433885810421,0.04065433885409675,0.05989498971393914,0.01731076808946315,0.01731076808775676,0.025503508500719245
2013-05-14,AAPL,2013-05-18,220.0,call,223.4,224.35,0.268,1.0,0.0,-0.603,0.0,443.860012,223.875,223.98052692440265,223.98052692439978,223.89424723559773,0.10552692440265332,0.10552692439978273,0.01924723559773156,0.04713653797996798,0.04713653797868575,0.008597313499824259
2013-05-15,AAPL,2013-05-18,220.0,call,208.35,209.2,0.5007,1.0,0.0,-0.603,0.0,428.850002,208.77499999999998,208.94039438385445,208.94039438385434,208.9193509086129,0.16539438385447625,0.16539438385436256,0.1443509086129211,0.07922135497759611,0.07922135497754164,0.06914185540075253
2013-05-16,AAPL,2013-05-18,220.0,call,213.85,215.3,0.3186,1.0,0.0,-0.603,0.0,434.580013,214.575,214.64027871664817,214.64027871664436,214.6704349792398,0.06527871664818008,0.06527871664437157,0.09543497923979771,0.03042233095569385,0.03042233095391894,0.04447628066633938
2013-05-17,AAPL,2013-05-18,220.0,call,212.6,214.1,0.0747,1.0,0.0,-0.603,0.0,433.26001,213.35,213.2901449222185,213.29014492222228,213.28107439977572,-0.05985507778149213,-0.05985507777771204,-0.06892560022427574,-0.02805487592289296,-0.028054875921121183,-0.03230635117144399
2013-05-20,AAPL,2013-05-24,300.0,call,142.1,143.55,0.3781,1.0,0.0,-0.8223,0.0,442.930004,142.825,143.09434253327635,143.09434253327458,143.31504164972256,0.26934253327635815,0.269342533274596,0.4900416497225706,0.18858220428941583,0.18858220428818206,0.3431063537353899
2013-05-21,AAPL,2013-05-24,300.0,call,138.55,141.7,0.4088,1.0,0.0,-0.8223,0.0,439.659996,140.125,139.78325834161967,139.78325834161822,139.68399960879657,-0.34174165838032877,-0.3417416583817783,-0.44100039120343126,-0.2438834314935442,-0.2438834314945786,-0.31471928007381356
